vehicle_id,vehicle_brand,vehicle_model,vehicle_type,manufacturing_year,battery_manufacturer,battery_chemistry,battery_capacity_kwh,drive_type,odometer_km,vehicle_age_years,fleet_or_private,battery_serial,cycle_count,battery_health_percent,state_of_charge,depth_of_discharge,state_of_health,cell_voltage_avg,cell_voltage_std,pack_voltage,cell_temperature_avg,cell_temperature_max,internal_resistance,charge_efficiency,discharge_efficiency,remaining_capacity,capacity_loss_percent,charging_cycles_last_month,fast_charge_ratio,slow_charge_ratio,average_charge_power_kw,average_charging_time,overnight_charging_ratio,home_charging_ratio,charging_interruptions,overcharge_events,average_speed,average_trip_distance,aggressive_acceleration_score,hard_braking_score,regenerative_braking_usage,highway_driving_ratio,city_driving_ratio,daily_distance,average_ambient_temperature,maximum_temperature,minimum_temperature,humidity,altitude,terrain_type,dust_exposure,last_service_days,cooling_system_health,firmware_updates,previous_faults,maintenance_score,thermal_runaway_risk,voltage_imbalance,temperature_variance,sensor_fault_count,BMS_warning_count,abnormal_voltage_events,battery_stress_index,aging_score,thermal_health_score,charging_quality_score,driving_stress_score,predicted_remaining_life_cycles,battery_failure
EV109024,BYD,Atto 3,Hatchback,2023,Panasonic,LFP,114.26,AWD,167226.7,3.11,Private,BAT-10009024,1416,89.14,53.08,63.06,88.53,3.848,,300.14,23.63,35.98,0.402,97.41,95.9,101.85,,13,0.39,0.39,54.08,189.43,0.46,0.26,2,1,19.29,81.84,7.48,58.8,87.8,0.15,0.36,108.75,-13.25,-4.82,-18.35,95.19,1411.78,Mountainous,56.21,1028.8,89.33,28,0,59.89,8.49,31.3,32.94,1,0,1,48.9,41.56,92.86,83.89,31.74,9225,0
EV109025,Rivian,R1S,Sedan,2019,LG Energy Solution,LFP,64.3,AWD,98362.4,6.67,Private,BAT-10009025,1070,75.69,,38.38,73.86,3.691,0.0084,276.82,24.64,34.96,0.592,95.01,94.87,48.67,24.31,1,0.48,0.45,68.9,76.22,0.51,0.76,,1,67.73,110.67,58.43,,66.21,0.78,0.46,68.47,-0.74,18.52,-6.32,41.1,2528.27,Hilly,83.35,689.9,,30,0,73.75,7.29,13.09,32.94,0,1,0,60.3,64.84,95.41,78.6,43.96,6034,0
EV109026,Ford,F-150 Lightning,SUV,2019,Envision AESC,LFP,118.44,RWD,125891.9,7.76,Private,BAT-10009026,1045,77.89,7.4,56.42,79.44,3.61,0.0057,296.02,47.86,64.76,0.373,94.97,95.11,92.25,22.11,22,0.27,0.67,,310.63,0.31,0.03,1,1,56.57,140.62,5.76,22.19,27.76,0.26,0.67,,37.01,45.12,31.56,19.98,1780.58,Mountainous,41.9,906.4,86.65,,1,63.21,61.03,,27.75,1,1,0,60.41,62.8,36.64,78.48,27.68,7552,1
EV109027,Rivian,R1S,,2016,Envision AESC,NMC,89.99,AWD,,9.85,Private,BAT-10009027,2054,63.6,18.43,46.33,65.06,3.709,0.0104,278.18,40.98,59.72,0.915,93.39,93.1,57.23,36.4,26,0.34,0.51,76.99,82.05,0.71,0.79,2,0,81.77,117.26,10.04,88.02,71.37,0.83,0.19,,-23.13,-16.1,-28.34,88.17,844.66,Hilly,89.61,896.9,85.23,27,1,56.34,53.14,18.97,32.94,1,2,0,55.92,92.09,47.86,87.45,28.3,5317,1
EV109028,BYD,Dolphin,Sedan,2023,CATL,LFP,68.54,FWD,196294.8,,Private,BAT-10009028,1404,,17.92,39.93,,3.595,0.0068,323.55,35.05,55.26,0.206,,97.87,66.79,2.55,41,0.19,0.64,39.72,145.81,0.68,0.12,0,1,94.16,91.46,21.85,68.11,25.67,0.17,0.42,65.2,23.16,35.46,13.49,23.07,340.38,Flat,53.65,1137.1,,27,1,53.31,37.02,14.46,32.1,2,0,0,43.68,36.53,63.17,90.7,27.36,9532,0
EV109029,,EQA,Truck,2015,LG Energy Solution,LMO,,FWD,163554.9,10.72,Fleet,BAT-10009029,1735,58.43,74.26,39.88,57.3,3.647,0.0019,320.94,2.83,19.6,0.735,92.9,92.49,53.31,41.57,15,0.19,0.79,34.49,138.02,0.02,0.45,1,0,78.58,7.33,,19.76,38.03,,0.72,3.3,20.74,25.98,12.33,50.58,2174.46,Hilly,47.95,292.7,87.04,13,0,85.53,7.91,3.52,0.0,2,2,0,41.26,100.0,93.42,96.05,36.27,3799,0
EV109030,Mahindra,XUV400,Hatchback,2024,SK On,LMO,126.35,AWD,282136.5,2.01,Fleet,BAT-10009030,2519,85.65,97.4,37.98,87.81,3.645,0.0066,295.24,29.58,40.34,0.404,96.21,96.64,108.22,14.35,9,0.68,0.09,68.62,176.89,0.33,0.42,0,0,109.34,21.1,66.35,,18.17,0.85,0.9,23.03,-6.52,-0.32,-18.02,29.94,127.82,Hilly,26.81,1281.2,95.38,15,1,43.48,10.16,11.32,32.94,1,1,0,58.78,61.55,90.59,83.24,48.82,7212,0
EV109031,Hyundai,Ioniq 5,Sedan,2016,Envision AESC,LFP,111.19,AWD,147120.1,10.42,Private,BAT-10009031,1191,89.3,78.44,,89.61,3.77,0.0031,339.3,46.91,52.07,,96.67,97.23,99.29,10.7,41,0.67,0.27,18.56,479.65,0.61,0.1,1,0,21.78,47.9,36.52,31.93,25.31,0.79,0.85,66.08,20.28,33.82,9.92,21.54,305.66,,46.41,865.7,95.54,22,1,60.15,34.23,8.86,,0,,0,53.87,72.78,63.84,79.08,37.52,8674,0
EV109032,Kia,EV9,Crossover,2024,SK On,NMC,122.17,FWD,121209.0,2.24,Private,BAT-10009032,722,97.03,11.57,28.62,95.61,3.458,0.0222,242.06,29.62,50.62,0.178,,95.74,118.54,2.97,5,0.31,,19.78,454.97,0.18,0.55,0,0,111.16,106.05,19.15,57.48,91.72,0.21,0.67,92.7,35.37,53.14,31.53,95.36,1529.03,Coastal,5.78,1140.3,79.66,24,0,53.88,30.63,32.03,15.25,0,1,2,23.23,30.84,71.49,100.0,35.96,,0
EV109033,Rivian,R1T,Van,2017,SK On,NMC,69.25,,136429.8,9.14,Fleet,BAT-10009033,1393,88.29,79.71,17.93,89.29,3.346,0.0023,284.41,37.94,,0.38,97.15,,61.14,11.71,28,,0.33,125.52,54.86,0.24,0.65,0,0,90.35,118.96,86.03,56.77,38.89,0.17,0.23,66.69,25.81,33.61,,82.03,1926.83,Hilly,9.94,1273.7,92.23,1,0,53.11,34.23,6.07,24.53,0,0,0,43.75,71.14,65.36,83.4,51.26,7068,0
EV109034,,Cadillac Lyriq,Crossover,2024,Northvolt,LMO,86.12,FWD,82041.6,2.24,Fleet,BAT-10009034,870,86.48,69.35,59.89,85.83,3.83,0.0001,379.17,16.03,34.43,0.395,95.8,94.68,74.48,13.52,20,0.35,0.48,24.89,249.05,0.74,0.71,0,0,93.73,65.2,42.09,92.73,8.35,0.73,0.13,48.59,17.4,31.23,-0.75,67.7,2017.03,Desert,97.35,421.0,85.79,12,1,90.52,16.29,3.88,17.03,0,3,,43.74,28.84,85.62,97.57,52.0,10057,0
EV109035,Honda,e:N1,Van,,Northvolt,LFP,121.02,FWD,120858.1,5.52,Private,BAT-10009035,1051,77.8,50.13,42.24,76.78,3.587,0.0242,355.11,39.99,56.22,0.516,96.22,96.15,94.15,22.2,24,0.41,0.55,37.98,216.32,0.46,0.59,0,0,19.98,41.08,14.43,94.79,5.82,0.02,,28.95,3.85,16.28,-0.65,49.24,484.96,Desert,8.06,923.5,,5,1,60.08,38.87,33.54,32.94,0,2,0,51.62,55.81,63.2,83.75,39.82,7365,0
EV109036,Renault,Megane E-Tech,Hatchback,2021,LG Energy Solution,NMC,115.94,FWD,84243.3,4.22,Fleet,BAT-10009036,728,86.68,25.91,47.88,85.38,,0.0167,318.33,28.41,35.34,0.493,96.45,97.34,100.5,13.32,33,0.09,0.83,31.4,273.49,0.11,0.11,1,,19.55,101.28,26.97,78.78,89.92,0.12,0.15,142.7,13.44,31.18,4.03,61.02,869.29,Mountainous,72.45,976.0,94.45,25,1,63.8,9.42,25.65,21.9,0,3,0,39.95,35.77,93.16,91.7,36.69,8803,0
EV109037,MG,Comet EV,Van,2024,LG Energy Solution,LFP,112.34,RWD,126282.2,2.16,Fleet,BAT-10009037,1141,90.71,26.09,25.82,89.78,3.618,0.0062,336.47,28.34,40.3,0.405,96.49,97.13,101.9,9.29,10,0.6,0.23,19.15,428.3,0.67,0.98,1,1,79.61,31.26,83.36,68.05,79.79,0.28,0.29,15.71,14.4,22.53,-1.95,25.11,476.39,Coastal,82.6,,93.12,18,0,89.28,9.52,8.18,25.9,2,0,0,52.8,36.8,92.19,85.09,50.5,8905,0
EV109038,Renault,Megane E-Tech,SUV,2022,BYD Battery,NMC,136.06,FWD,450000.0,4.59,Private,BAT-10009038,3146,82.05,54.7,31.93,81.98,3.519,0.0327,281.52,23.97,30.53,0.47,96.67,95.37,111.64,17.95,3,,0.68,30.28,219.1,0.26,0.31,2,0,39.76,100.92,17.48,0.37,32.31,0.53,0.14,77.27,6.23,19.82,-9.73,68.86,1036.52,Hilly,86.01,809.0,87.92,11,1,60.81,11.96,46.37,24.3,1,1,1,38.81,87.88,91.59,88.98,22.87,7606,0
EV109039,Rivian,R1T,Van,2022,,LFP,99.22,RWD,141306.3,3.94,Fleet,BAT-10009039,1153,93.22,97.71,38.93,95.57,3.66,0.0006,303.78,9.01,26.56,0.311,96.57,95.24,92.49,6.78,16,0.19,0.74,46.88,209.22,0.06,0.78,1,2,78.3,141.52,45.59,80.16,85.21,0.92,0.77,123.07,2.97,15.4,-11.65,20.91,899.0,Coastal,82.71,1301.9,91.75,25,0,44.53,13.46,4.72,23.59,1,1,,37.69,37.85,86.28,85.68,46.72,9945,0
EV109040,,,SUV,,LG Energy Solution,,47.25,RWD,154105.1,4.55,Private,BAT-10009040,1455,87.13,52.71,24.81,85.18,3.693,0.0087,302.83,28.09,45.8,0.372,95.82,96.29,41.17,12.87,2,0.63,0.35,12.83,187.04,0.11,0.98,0,0,29.79,135.63,91.26,78.36,51.81,0.04,0.26,140.52,,5.5,-10.54,9.33,2134.6,Coastal,86.13,689.4,92.52,28,2,68.88,29.78,17.09,32.94,0,1,1,57.15,52.88,62.36,86.26,61.98,,0
EV109041,Nissan,Ariya,Hatchback,2017,CATL,NMC,35.24,AWD,284669.9,8.88,Private,BAT-10009041,2071,67.49,66.82,59.86,67.34,3.386,0.0395,260.72,30.21,44.41,0.774,94.52,93.91,23.78,32.51,13,0.56,0.34,22.23,126.87,0.74,0.42,3,0,104.32,108.62,78.02,69.59,8.65,0.98,0.84,59.03,-0.54,5.73,-10.19,,1723.59,Coastal,,944.2,86.54,4,0,63.51,21.19,53.24,32.94,0,2,2,66.39,96.52,79.92,77.07,53.82,5208,0
EV109042,Nissan,Ariya,Hatchback,2021,Northvolt,NMC,115.45,RWD,93279.5,5.7,Private,BAT-10009042,954,81.58,45.44,44.95,82.01,3.716,0.0133,271.27,21.97,34.2,0.549,97.14,96.42,94.18,18.42,35,0.79,,,147.46,0.36,0.35,1,0,42.77,97.9,91.43,73.85,97.14,0.54,0.46,109.86,15.5,,6.08,90.33,225.55,Mountainous,72.52,1495.9,89.73,12,1,32.6,5.28,20.39,18.7,0,0,2,54.03,55.0,92.63,72.14,60.85,7317,0
EV109043,Volvo,EX30,Van,,CATL,NMC,66.96,AWD,212083.2,6.93,Private,BAT-10009043,1538,73.34,54.22,20.97,70.03,3.441,0.002,330.34,16.62,25.32,0.591,94.35,94.76,49.11,26.66,24,0.15,0.65,26.79,249.01,0.88,,0,0,57.84,143.22,28.83,19.4,,0.85,0.56,,2.19,11.31,-7.74,44.59,2036.2,Desert,92.18,1201.1,91.1,22,2,38.62,14.51,9.08,,0,1,1,40.88,73.6,80.62,100.0,33.77,6256,0
EV109044,Rivian,R1T,SUV,2020,LG Energy Solution,LFP,77.88,AWD,143695.2,6.05,Fleet,BAT-10009044,1386,83.74,67.02,43.85,81.6,3.502,0.0037,269.65,7.23,13.09,0.515,96.28,95.92,65.22,16.26,6,0.55,0.33,69.92,85.68,0.4,0.23,0,0,83.32,22.2,22.48,89.21,96.26,0.3,0.78,13.48,-14.43,-6.31,-23.48,50.98,2331.64,,64.4,735.4,92.63,8,0,69.67,14.87,6.84,27.52,0,0,0,52.73,56.34,88.29,87.21,31.03,8581,0
EV109045,Audi,Q4 e-tron,Sedan,2022,Envision AESC,NMC,126.78,RWD,157580.4,4.08,Fleet,BAT-10009045,1604,,95.53,21.0,,3.568,0.0118,274.74,32.6,44.94,0.437,95.89,94.65,105.39,16.87,,0.08,0.76,13.36,600.0,0.24,0.3,2,0,69.14,22.53,80.79,16.21,13.14,0.53,0.36,26.2,-16.1,-3.78,-34.24,67.3,466.99,Flat,78.93,1019.4,96.77,4,1,50.98,,18.85,32.94,1,0,1,42.53,63.53,86.43,96.24,42.62,7746,0
EV109046,Honda,Prologue,Crossover,2023,Guoxuan,LFP,47.05,RWD,,3.22,Fleet,BAT-10009046,799,84.1,95.99,30.44,85.4,3.577,0.0012,264.7,21.4,30.73,0.451,96.11,95.44,39.57,15.9,15,0.37,0.5,40.76,55.55,0.23,,0,1,107.16,83.81,19.04,50.36,2.78,0.54,0.79,,,58.11,22.68,17.59,2227.83,,25.29,626.7,69.07,27,0,73.12,9.85,4.48,0.0,1,2,1,29.36,40.63,84.85,90.24,48.0,9664,0
EV109047,Tata,Nexon EV,Hatchback,2021,Panasonic,NCA,57.21,FWD,98548.5,5.2,Fleet,BAT-10009047,774,89.46,33.74,26.81,89.21,3.85,0.0034,400.4,14.65,26.69,0.239,97.51,97.28,51.18,10.54,2,0.29,0.7,36.92,139.04,0.92,0.41,,0,56.53,38.83,15.76,59.67,89.03,0.2,0.4,33.22,15.39,23.27,-4.32,93.9,1353.73,Desert,39.74,150.7,97.46,14,0,99.1,9.99,8.3,11.3,1,4,0,,46.02,93.08,82.95,19.27,9842,0
EV109048,Lucid,Air,Truck,2017,SK On,LTO,92.07,FWD,165961.7,9.53,Private,BAT-10009048,,82.95,72.24,39.14,82.85,3.584,0.0089,326.14,44.98,62.75,0.479,95.98,94.09,76.37,17.05,8,0.38,0.4,32.56,249.75,0.81,0.59,1,1,118.57,11.6,56.15,13.34,82.65,0.16,,,1.89,16.54,-13.39,51.19,2551.09,Coastal,63.48,863.4,87.61,3,0,63.44,58.83,14.12,32.94,0,4,0,58.25,70.61,40.09,88.05,,6746,1
EV109049,BMW,i4,Sedan,2017,SK On,LFP,114.76,RWD,108489.3,8.93,Private,BAT-10009049,1101,74.03,99.14,43.68,72.83,3.491,0.0404,324.66,34.57,51.77,0.46,94.64,95.29,84.96,25.97,21,0.23,0.7,32.67,284.18,0.16,0.23,1,0,86.12,45.45,12.49,72.0,7.23,0.64,0.66,57.75,42.57,52.5,26.97,,530.94,Flat,55.82,616.9,85.3,11,1,68.96,35.98,58.24,9.2,1,3,2,32.88,72.05,61.64,89.24,38.03,7578,1
EV109050,Rivian,R1T,Crossover,2018,BYD Battery,LFP,73.11,FWD,189789.9,8.35,,BAT-10009050,1267,81.16,5.77,30.71,82.93,3.516,0.0003,312.92,24.77,31.75,0.309,95.71,93.88,59.34,18.84,23,,0.78,55.11,130.97,0.02,0.34,3,0,83.25,1.62,82.46,34.23,53.04,0.28,0.26,3.0,46.75,62.23,28.45,35.59,2265.98,Mountainous,39.72,754.7,68.41,4,2,55.89,15.59,5.54,0.0,0,1,0,28.16,72.35,81.05,89.57,32.93,8020,0
EV109051,Rivian,R1T,Truck,2015,Panasonic,NMC,114.95,FWD,139364.0,10.78,Private,BAT-10009051,1002,71.0,93.76,46.14,71.6,3.556,0.0075,337.82,17.29,35.32,0.684,95.88,92.74,81.61,29.0,32,0.51,0.28,11.35,600.0,0.38,0.3,2,1,59.82,130.32,68.42,23.74,26.41,0.11,0.0,72.52,32.11,43.41,28.62,,1037.9,Hilly,76.11,311.8,91.99,18,0,85.08,16.7,10.95,3.21,1,,0,44.18,,86.47,75.7,48.08,6343,0
EV109052,Audi,e-tron GT,Van,2022,BYD Battery,NMC,,AWD,323030.0,3.8,Private,BAT-10009052,1917,85.65,85.01,49.1,84.67,3.629,0.0123,261.29,20.19,36.58,0.399,96.61,96.29,29.91,14.35,1,0.38,0.39,21.44,140.42,0.46,0.56,0,,57.0,,64.69,16.36,31.92,0.6,0.16,118.39,39.09,50.01,28.31,13.56,883.34,Flat,5.18,840.3,,15,2,60.15,4.35,20.43,0.0,1,,0,30.93,56.25,95.27,,50.65,8655,0
EV109053,Rivian,R1T,Truck,2019,LG Energy Solution,NMC,33.57,FWD,194387.4,7.0,,BAT-10009053,1403,89.9,42.74,39.68,90.37,3.538,0.0063,311.34,22.81,32.05,0.309,97.77,96.12,30.18,10.1,14,0.4,0.49,19.07,157.92,0.41,0.78,2,2,40.09,10.29,87.46,75.85,2.42,0.54,0.7,12.51,41.13,53.0,30.51,16.99,123.29,Flat,15.73,561.0,81.04,28,0,77.16,12.98,11.53,0.0,0,2,0,43.52,57.8,92.77,76.81,60.65,9744,0
EV109054,Porsche,Macan Electric,,2021,LG Energy Solution,NMC,86.5,FWD,,5.16,Fleet,BAT-10009054,736,83.7,46.32,44.76,80.07,3.762,0.0047,319.77,29.56,50.31,0.27,97.0,94.46,72.4,16.3,24,0.39,0.42,12.4,600.0,0.21,0.69,2,0,106.37,120.68,,28.89,13.82,0.43,0.66,107.88,-13.03,-5.31,-28.95,47.58,900.66,Mountainous,86.25,1236.8,90.98,7,1,45.04,29.14,11.19,32.94,0,1,0,53.4,37.56,73.56,87.05,56.61,8914,0
EV109055,Ford,,Crossover,2023,SK On,LFP,55.48,FWD,101815.5,2.95,Private,BAT-10009055,1033,84.51,,52.68,85.97,3.439,0.0149,316.39,29.91,48.8,,97.05,,46.89,,37,0.64,0.15,28.39,,0.39,,1,0,67.45,121.36,62.49,87.37,32.52,0.6,0.45,181.72,-8.69,-2.8,-14.45,10.39,437.12,Hilly,57.51,658.2,91.89,30,1,65.98,24.37,23.45,32.94,1,1,0,56.77,42.21,72.53,86.03,72.81,8776,0
EV109056,Volkswagen,ID.4,Van,2021,Northvolt,NMC,55.09,AWD,122435.6,5.15,Private,BAT-10009056,720,85.7,7.02,41.57,84.92,3.68,0.0005,305.44,,39.0,0.271,95.96,95.85,47.21,14.3,32,0.44,0.48,211.9,12.9,0.03,0.28,,0,55.4,99.63,64.65,16.37,48.73,0.31,0.39,,-5.06,4.46,-22.0,46.96,2534.55,Hilly,62.87,795.5,91.48,10,1,64.45,18.44,4.88,32.94,2,4,0,53.79,42.78,86.26,91.51,39.67,9104,0
EV109057,Audi,Q4 e-tron,Truck,2016,SK On,NMC,74.48,FWD,287498.9,9.53,Private,BAT-10009057,2129,77.43,64.77,53.97,77.95,3.58,,289.98,38.28,57.32,0.525,94.84,95.36,57.67,22.57,32,0.03,0.78,18.54,377.74,0.56,0.99,0,0,93.04,52.26,81.14,36.32,92.15,0.77,0.77,41.91,2.82,13.79,-4.9,25.67,449.81,Hilly,63.86,156.0,89.38,12,0,90.04,46.07,35.95,32.94,0,1,0,48.49,86.6,53.78,100.0,36.89,6805,0
EV109058,Tata,Tiago EV,Crossover,2022,CATL,LMO,121.21,AWD,148744.7,,Private,BAT-10009058,1459,82.58,28.99,65.44,80.44,3.425,0.0,297.97,36.74,,0.408,97.01,94.87,,17.42,12,,0.54,32.35,237.37,0.77,0.27,2,0,97.86,96.01,66.29,72.91,49.19,0.71,0.62,117.53,-6.66,4.74,-13.08,61.88,2304.27,Desert,23.82,1414.8,92.38,21,1,46.26,25.1,5.55,32.94,,1,,60.11,44.69,75.55,82.97,56.61,7511,0
EV109059,Audi,Q4 e-tron,Sedan,2019,Envision AESC,NMC,31.05,RWD,115381.7,7.35,,BAT-10009059,1007,76.89,,15.24,75.71,3.279,0.0076,245.92,25.74,47.06,0.605,95.55,95.58,23.87,23.11,7,0.35,0.48,24.09,128.9,0.09,0.89,0,0,26.88,17.3,14.69,62.66,4.14,0.31,0.51,7.88,28.73,33.86,24.16,,2549.09,Coastal,40.52,1372.4,90.63,9,2,38.89,23.96,16.14,18.33,2,2,1,35.39,67.36,73.55,99.54,,7763,0
EV109060,Volvo,EX30,Sedan,2021,Guoxuan,NMC,103.77,FWD,,4.19,Private,BAT-10009060,1827,83.81,95.21,47.59,84.52,3.674,0.0016,268.2,37.78,58.53,0.519,96.81,94.43,86.97,16.19,35,0.28,,50.08,205.32,0.21,0.62,2,0,68.15,133.65,20.25,62.4,93.57,0.61,0.06,82.32,25.67,36.79,17.25,15.9,1649.98,Flat,96.42,917.6,93.37,5,1,55.28,53.37,6.22,32.86,0,2,0,48.84,66.79,47.69,88.04,32.92,8530,0
EV109061,Honda,e:N1,Hatchback,2017,CATL,NMC,98.0,RWD,280823.3,8.82,Private,BAT-10009061,1613,77.44,85.76,21.31,77.52,3.708,0.0075,296.64,-1.83,3.35,0.485,95.76,93.93,75.89,22.56,40,0.45,0.54,34.95,162.13,0.68,0.77,1,0,15.73,33.35,48.24,40.25,2.05,0.9,0.85,71.42,3.63,20.28,-0.88,24.58,2123.44,Coastal,97.52,464.1,85.77,18,1,72.03,15.49,13.05,0.0,1,2,2,34.01,80.04,83.72,86.3,49.65,8025,0
EV109062,Kia,EV6,Sedan,2015,Panasonic,LTO,131.82,AWD,,10.71,Fleet,BAT-10009062,2356,57.73,82.74,60.15,55.76,3.602,0.0067,280.96,25.02,36.7,0.87,93.73,92.66,76.1,42.27,16,0.22,0.65,75.54,129.76,0.38,0.73,1,2,50.67,115.22,27.44,91.14,0.88,0.76,0.23,38.41,-16.81,-11.24,-23.44,64.94,203.19,Coastal,69.73,1172.5,87.02,29,1,,10.56,12.03,32.94,1,1,1,78.77,100.0,84.94,90.77,46.42,2694,1
EV109063,Tesla,Model 3,Hatchback,,Envision AESC,NCA,106.89,FWD,58356.8,2.15,Private,BAT-10009063,411,95.14,68.52,,94.78,3.554,0.0017,330.52,23.24,39.59,,98.31,97.96,101.7,4.86,2,0.64,0.23,46.42,196.17,0.61,0.01,1,0,44.6,131.24,68.36,94.81,17.37,0.63,0.52,205.3,-6.7,3.53,-13.91,38.27,1956.45,Coastal,80.75,1216.1,94.09,0,1,50.44,7.63,7.81,32.94,0,0,1,60.66,20.99,93.53,78.3,79.52,9694,0
EV109064,MG,ZS EV,Crossover,2017,LG Energy Solution,,130.37,FWD,134405.6,9.14,Fleet,BAT-10009064,1704,70.91,12.24,59.98,71.06,3.462,0.0328,287.35,20.46,34.32,0.699,95.25,93.14,92.45,29.09,24,0.23,0.77,26.83,330.92,0.21,0.48,1,1,30.07,33.89,9.06,92.75,39.21,0.5,0.1,20.24,1.84,9.81,-1.78,49.08,871.49,Hilly,7.43,808.8,86.49,16,0,72.26,4.22,43.04,32.48,0,0,1,57.66,88.04,97.9,89.06,35.5,5785,0
EV109065,GM,Cadillac Lyriq,Hatchback,2017,Northvolt,,102.16,AWD,270948.0,9.08,Private,BAT-10009065,1823,77.44,86.52,32.06,76.83,,0.0381,374.4,40.42,61.59,0.568,,,79.11,22.56,11,0.27,0.62,44.83,121.64,0.59,0.24,0,0,53.97,104.45,21.89,80.47,41.43,0.93,0.18,95.85,14.19,28.2,8.8,58.56,1424.22,Mountainous,50.4,549.2,88.16,22,0,73.07,47.35,52.76,32.94,1,0,0,49.5,85.9,53.94,92.6,42.63,6548,0
EV109066,Volvo,EX30,SUV,2020,Panasonic,LMO,55.38,FWD,330589.1,5.94,Private,BAT-10009066,1963,81.94,59.79,40.7,81.71,3.85,0.0024,342.65,27.15,36.32,0.491,96.75,95.06,45.38,18.06,9,0.56,0.29,38.47,124.43,0.53,0.01,0,1,50.5,13.07,12.08,51.44,22.81,0.37,0.15,17.8,-5.6,7.32,-20.12,76.0,1896.04,Mountainous,47.6,202.0,85.26,17,0,90.88,15.81,3.25,32.94,1,3,0,65.86,72.82,81.13,76.01,29.62,6970,0
EV109067,Tesla,Model S,Van,2018,BYD Battery,NMC,120.71,FWD,133172.8,8.18,Private,BAT-10009067,1142,79.72,5.61,42.38,77.32,3.741,0.0019,295.54,29.28,40.46,0.399,96.56,95.89,,20.28,16,0.12,0.71,65.8,181.02,0.86,0.66,1,0,24.95,119.75,40.22,20.0,,0.66,0.31,205.3,34.04,52.53,28.66,9.97,315.23,Flat,82.78,34.4,75.72,8,0,95.45,23.23,6.43,6.42,1,1,0,32.98,68.74,76.21,93.74,39.6,7183,0
EV109068,Audi,e-tron GT,Sedan,2016,Panasonic,LMO,84.01,RWD,,9.8,Private,BAT-10009068,1549,68.06,83.97,22.62,67.52,3.785,0.0015,370.93,40.88,62.25,0.705,95.61,93.66,57.18,31.94,34,0.3,0.6,117.14,61.61,0.36,0.57,0,0,117.47,56.17,94.05,91.15,48.13,0.32,0.86,59.69,,43.81,28.74,10.99,259.77,Desert,45.78,1219.4,90.03,30,1,41.77,52.04,7.38,28.32,2,0,0,50.3,88.88,44.56,100.0,55.96,6440,1
EV109069,Tata,Nexon EV,Van,2019,SK On,NMC,118.47,AWD,137347.1,6.8,Private,BAT-10009069,1296,75.18,22.3,39.49,75.34,3.649,0.0152,324.76,19.97,30.37,0.504,95.58,94.32,89.07,24.82,21,0.61,0.28,130.2,77.77,0.58,0.49,1,0,117.66,140.98,35.37,41.35,98.73,0.38,0.66,195.32,6.49,11.52,-5.04,61.28,1256.21,Flat,98.75,,,17,1,50.92,7.11,23.37,23.88,0,1,0,55.09,,97.64,79.77,42.54,6842,0
EV109070,Porsche,Taycan,Truck,2021,Panasonic,LFP,36.13,RWD,69401.9,4.83,Private,BAT-10009070,730,84.99,19.11,45.85,86.62,3.553,0.0156,302.0,24.51,30.23,0.392,96.3,96.74,30.71,15.01,6,0.64,0.27,24.81,72.94,0.61,0.22,1,1,27.25,100.4,95.71,41.63,38.57,0.89,0.78,,-14.35,-7.51,-21.25,67.2,713.3,Desert,82.04,1498.0,88.21,9,0,33.02,18.26,23.07,32.94,3,3,0,66.63,43.68,79.86,70.59,49.6,8001,0
EV109071,Hyundai,Kona Electric,Hatchback,2015,Guoxuan,LFP,100.31,FWD,180887.5,10.91,Fleet,BAT-10009071,1971,79.52,25.33,25.4,78.17,3.576,0.0039,257.47,18.1,33.48,0.43,96.45,94.34,79.77,20.48,27,0.18,0.82,40.14,182.56,0.3,0.58,0,1,37.44,137.74,23.98,10.17,13.84,0.12,,66.77,-19.14,-5.48,-39.14,7.67,,Mountainous,15.66,889.0,93.97,23,2,57.06,2.76,10.53,,1,1,1,50.0,92.19,96.85,98.75,26.8,7205,0
EV109072,Honda,Prologue,SUV,2022,Guoxuan,LFP,114.11,RWD,129536.7,4.14,Private,BAT-10009072,1069,92.2,68.12,17.12,92.32,3.729,0.0103,290.86,24.91,34.18,0.296,97.57,96.94,105.21,7.8,22,0.46,0.5,47.32,225.3,0.69,0.77,1,1,104.89,19.73,2.63,56.6,9.13,0.39,0.25,25.05,7.55,24.69,,58.69,772.59,Coastal,59.35,1060.6,91.79,28,0,49.23,5.6,15.6,26.63,1,3,1,49.47,42.56,96.73,,29.45,9641,0
EV109073,Tata,Tiago EV,Van,2024,Panasonic,LFP,33.47,RWD,39257.2,2.12,Fleet,BAT-10009073,359,90.75,17.69,68.75,92.0,3.85,0.0113,327.25,28.42,38.22,0.389,97.71,96.23,,9.25,14,0.13,0.79,16.23,161.86,0.37,0.77,2,1,43.98,53.45,48.81,37.53,15.03,,0.15,38.3,25.46,43.66,11.66,14.9,,Flat,,181.4,97.33,29,0,91.89,8.72,18.24,12.76,0,1,,35.76,29.27,90.35,90.78,40.66,10747,0
